target_split,image_id,base_id,source_split,source_image,target_image,target_label,object_count
train,20161028-SPI-AOI-17_180,20161028-SPI-AOI-17,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-17_180.jpeg,data\yolo\images\train\20161028-SPI-AOI-17_180.jpeg,data\yolo\labels\train\20161028-SPI-AOI-17_180.txt,7
train,20161028-SPI-AOI-17_270,20161028-SPI-AOI-17,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-17_270.jpeg,data\yolo\images\train\20161028-SPI-AOI-17_270.jpeg,data\yolo\labels\train\20161028-SPI-AOI-17_270.txt,7
train,20161028-SPI-AOI-17_90,20161028-SPI-AOI-17,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-17_90.jpeg,data\yolo\images\train\20161028-SPI-AOI-17_90.jpeg,data\yolo\labels\train\20161028-SPI-AOI-17_90.txt,7
train,20161028-SPI-AOI-17_shuiping,20161028-SPI-AOI-17,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-17_shuiping.jpeg,data\yolo\images\train\20161028-SPI-AOI-17_shuiping.jpeg,data\yolo\labels\train\20161028-SPI-AOI-17_shuiping.txt,7
train,20161028-SPI-AOI-17_shuzhi,20161028-SPI-AOI-17,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-17_shuzhi.jpeg,data\yolo\images\train\20161028-SPI-AOI-17_shuzhi.jpeg,data\yolo\labels\train\20161028-SPI-AOI-17_shuzhi.txt,7
train,20161028-SPI-AOI-17_suofang,20161028-SPI-AOI-17,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-17_suofang.jpeg,data\yolo\images\train\20161028-SPI-AOI-17_suofang.jpeg,data\yolo\labels\train\20161028-SPI-AOI-17_suofang.txt,7
train,20161028-SPI-AOI-19,20161028-SPI-AOI-19,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-19.jpeg,data\yolo\images\train\20161028-SPI-AOI-19.jpeg,data\yolo\labels\train\20161028-SPI-AOI-19.txt,2
train,20161028-SPI-AOI-19_180,20161028-SPI-AOI-19,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-19_180.jpeg,data\yolo\images\train\20161028-SPI-AOI-19_180.jpeg,data\yolo\labels\train\20161028-SPI-AOI-19_180.txt,2
train,20161028-SPI-AOI-19_270,20161028-SPI-AOI-19,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-19_270.jpeg,data\yolo\images\train\20161028-SPI-AOI-19_270.jpeg,data\yolo\labels\train\20161028-SPI-AOI-19_270.txt,2
train,20161028-SPI-AOI-19_90,20161028-SPI-AOI-19,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-19_90.jpeg,data\yolo\images\train\20161028-SPI-AOI-19_90.jpeg,data\yolo\labels\train\20161028-SPI-AOI-19_90.txt,2
train,20161028-SPI-AOI-19_shuiping,20161028-SPI-AOI-19,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-19_shuiping.jpeg,data\yolo\images\train\20161028-SPI-AOI-19_shuiping.jpeg,data\yolo\labels\train\20161028-SPI-AOI-19_shuiping.txt,2
train,20161028-SPI-AOI-19_shuzhi,20161028-SPI-AOI-19,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-19_shuzhi.jpeg,data\yolo\images\train\20161028-SPI-AOI-19_shuzhi.jpeg,data\yolo\labels\train\20161028-SPI-AOI-19_shuzhi.txt,2
train,20161028-SPI-AOI-19_suofang,20161028-SPI-AOI-19,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-19_suofang.jpeg,data\yolo\images\train\20161028-SPI-AOI-19_suofang.jpeg,data\yolo\labels\train\20161028-SPI-AOI-19_suofang.txt,2
train,20161028-SPI-AOI-2,20161028-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-2.jpeg,data\yolo\images\train\20161028-SPI-AOI-2.jpeg,data\yolo\labels\train\20161028-SPI-AOI-2.txt,1
train,20161028-SPI-AOI-2_180,20161028-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-2_180.jpeg,data\yolo\images\train\20161028-SPI-AOI-2_180.jpeg,data\yolo\labels\train\20161028-SPI-AOI-2_180.txt,1
train,20161028-SPI-AOI-2_270,20161028-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-2_270.jpeg,data\yolo\images\train\20161028-SPI-AOI-2_270.jpeg,data\yolo\labels\train\20161028-SPI-AOI-2_270.txt,1
train,20161028-SPI-AOI-2_90,20161028-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-2_90.jpeg,data\yolo\images\train\20161028-SPI-AOI-2_90.jpeg,data\yolo\labels\train\20161028-SPI-AOI-2_90.txt,1
train,20161028-SPI-AOI-2_shuiping,20161028-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-2_shuiping.jpeg,data\yolo\images\train\20161028-SPI-AOI-2_shuiping.jpeg,data\yolo\labels\train\20161028-SPI-AOI-2_shuiping.txt,1
train,20161028-SPI-AOI-2_shuzhi,20161028-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-2_shuzhi.jpeg,data\yolo\images\train\20161028-SPI-AOI-2_shuzhi.jpeg,data\yolo\labels\train\20161028-SPI-AOI-2_shuzhi.txt,1
train,20161028-SPI-AOI-2_suofang,20161028-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-2_suofang.jpeg,data\yolo\images\train\20161028-SPI-AOI-2_suofang.jpeg,data\yolo\labels\train\20161028-SPI-AOI-2_suofang.txt,1
train,20161028-SPI-AOI-4,20161028-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-4.jpeg,data\yolo\images\train\20161028-SPI-AOI-4.jpeg,data\yolo\labels\train\20161028-SPI-AOI-4.txt,8
train,20161028-SPI-AOI-4_180,20161028-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-4_180.jpeg,data\yolo\images\train\20161028-SPI-AOI-4_180.jpeg,data\yolo\labels\train\20161028-SPI-AOI-4_180.txt,8
train,20161028-SPI-AOI-4_270,20161028-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-4_270.jpeg,data\yolo\images\train\20161028-SPI-AOI-4_270.jpeg,data\yolo\labels\train\20161028-SPI-AOI-4_270.txt,8
train,20161028-SPI-AOI-4_90,20161028-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-4_90.jpeg,data\yolo\images\train\20161028-SPI-AOI-4_90.jpeg,data\yolo\labels\train\20161028-SPI-AOI-4_90.txt,8
train,20161028-SPI-AOI-4_shuiping,20161028-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-4_shuiping.jpeg,data\yolo\images\train\20161028-SPI-AOI-4_shuiping.jpeg,data\yolo\labels\train\20161028-SPI-AOI-4_shuiping.txt,8
train,20161028-SPI-AOI-4_shuzhi,20161028-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-4_shuzhi.jpeg,data\yolo\images\train\20161028-SPI-AOI-4_shuzhi.jpeg,data\yolo\labels\train\20161028-SPI-AOI-4_shuzhi.txt,8
train,20161028-SPI-AOI-4_suofang,20161028-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-4_suofang.jpeg,data\yolo\images\train\20161028-SPI-AOI-4_suofang.jpeg,data\yolo\labels\train\20161028-SPI-AOI-4_suofang.txt,8
train,20161028-SPI-AOI-6,20161028-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-6.jpeg,data\yolo\images\train\20161028-SPI-AOI-6.jpeg,data\yolo\labels\train\20161028-SPI-AOI-6.txt,1
train,20161028-SPI-AOI-6_180,20161028-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-6_180.jpeg,data\yolo\images\train\20161028-SPI-AOI-6_180.jpeg,data\yolo\labels\train\20161028-SPI-AOI-6_180.txt,1
train,20161028-SPI-AOI-6_270,20161028-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-6_270.jpeg,data\yolo\images\train\20161028-SPI-AOI-6_270.jpeg,data\yolo\labels\train\20161028-SPI-AOI-6_270.txt,1
train,20161028-SPI-AOI-6_90,20161028-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-6_90.jpeg,data\yolo\images\train\20161028-SPI-AOI-6_90.jpeg,data\yolo\labels\train\20161028-SPI-AOI-6_90.txt,1
train,20161028-SPI-AOI-6_shuiping,20161028-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-6_shuiping.jpeg,data\yolo\images\train\20161028-SPI-AOI-6_shuiping.jpeg,data\yolo\labels\train\20161028-SPI-AOI-6_shuiping.txt,1
train,20161028-SPI-AOI-6_shuzhi,20161028-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-6_shuzhi.jpeg,data\yolo\images\train\20161028-SPI-AOI-6_shuzhi.jpeg,data\yolo\labels\train\20161028-SPI-AOI-6_shuzhi.txt,1
train,20161028-SPI-AOI-6_suofang,20161028-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-6_suofang.jpeg,data\yolo\images\train\20161028-SPI-AOI-6_suofang.jpeg,data\yolo\labels\train\20161028-SPI-AOI-6_suofang.txt,1
train,20161028-SPI-AOI-7,20161028-SPI-AOI-7,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-7.jpeg,data\yolo\images\train\20161028-SPI-AOI-7.jpeg,data\yolo\labels\train\20161028-SPI-AOI-7.txt,2
train,20161028-SPI-AOI-7_180,20161028-SPI-AOI-7,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-7_180.jpeg,data\yolo\images\train\20161028-SPI-AOI-7_180.jpeg,data\yolo\labels\train\20161028-SPI-AOI-7_180.txt,2
train,20161028-SPI-AOI-7_270,20161028-SPI-AOI-7,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-7_270.jpeg,data\yolo\images\train\20161028-SPI-AOI-7_270.jpeg,data\yolo\labels\train\20161028-SPI-AOI-7_270.txt,2
train,20161028-SPI-AOI-7_90,20161028-SPI-AOI-7,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-7_90.jpeg,data\yolo\images\train\20161028-SPI-AOI-7_90.jpeg,data\yolo\labels\train\20161028-SPI-AOI-7_90.txt,2
train,20161028-SPI-AOI-7_shuiping,20161028-SPI-AOI-7,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-7_shuiping.jpeg,data\yolo\images\train\20161028-SPI-AOI-7_shuiping.jpeg,data\yolo\labels\train\20161028-SPI-AOI-7_shuiping.txt,2
train,20161028-SPI-AOI-7_shuzhi,20161028-SPI-AOI-7,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-7_shuzhi.jpeg,data\yolo\images\train\20161028-SPI-AOI-7_shuzhi.jpeg,data\yolo\labels\train\20161028-SPI-AOI-7_shuzhi.txt,2
train,20161028-SPI-AOI-7_suofang,20161028-SPI-AOI-7,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-7_suofang.jpeg,data\yolo\images\train\20161028-SPI-AOI-7_suofang.jpeg,data\yolo\labels\train\20161028-SPI-AOI-7_suofang.txt,2
train,20161028-SPI-AOI-8,20161028-SPI-AOI-8,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-8.jpeg,data\yolo\images\train\20161028-SPI-AOI-8.jpeg,data\yolo\labels\train\20161028-SPI-AOI-8.txt,4
train,20161028-SPI-AOI-8_180,20161028-SPI-AOI-8,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-8_180.jpeg,data\yolo\images\train\20161028-SPI-AOI-8_180.jpeg,data\yolo\labels\train\20161028-SPI-AOI-8_180.txt,4
train,20161028-SPI-AOI-8_270,20161028-SPI-AOI-8,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-8_270.jpeg,data\yolo\images\train\20161028-SPI-AOI-8_270.jpeg,data\yolo\labels\train\20161028-SPI-AOI-8_270.txt,4
train,20161028-SPI-AOI-8_90,20161028-SPI-AOI-8,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-8_90.jpeg,data\yolo\images\train\20161028-SPI-AOI-8_90.jpeg,data\yolo\labels\train\20161028-SPI-AOI-8_90.txt,4
train,20161028-SPI-AOI-8_shuiping,20161028-SPI-AOI-8,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-8_shuiping.jpeg,data\yolo\images\train\20161028-SPI-AOI-8_shuiping.jpeg,data\yolo\labels\train\20161028-SPI-AOI-8_shuiping.txt,4
train,20161028-SPI-AOI-8_shuzhi,20161028-SPI-AOI-8,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-8_shuzhi.jpeg,data\yolo\images\train\20161028-SPI-AOI-8_shuzhi.jpeg,data\yolo\labels\train\20161028-SPI-AOI-8_shuzhi.txt,4
train,20161028-SPI-AOI-8_suofang,20161028-SPI-AOI-8,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161028-SPI-AOI-8_suofang.jpeg,data\yolo\images\train\20161028-SPI-AOI-8_suofang.jpeg,data\yolo\labels\train\20161028-SPI-AOI-8_suofang.txt,4
train,20161031-SPI-AOI-3,20161031-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161031-SPI-AOI-3.jpeg,data\yolo\images\train\20161031-SPI-AOI-3.jpeg,data\yolo\labels\train\20161031-SPI-AOI-3.txt,2
train,20161031-SPI-AOI-3_180,20161031-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161031-SPI-AOI-3_180.jpeg,data\yolo\images\train\20161031-SPI-AOI-3_180.jpeg,data\yolo\labels\train\20161031-SPI-AOI-3_180.txt,2
train,20161031-SPI-AOI-3_270,20161031-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161031-SPI-AOI-3_270.jpeg,data\yolo\images\train\20161031-SPI-AOI-3_270.jpeg,data\yolo\labels\train\20161031-SPI-AOI-3_270.txt,2
train,20161031-SPI-AOI-3_90,20161031-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161031-SPI-AOI-3_90.jpeg,data\yolo\images\train\20161031-SPI-AOI-3_90.jpeg,data\yolo\labels\train\20161031-SPI-AOI-3_90.txt,2
train,20161031-SPI-AOI-3_shuiping,20161031-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161031-SPI-AOI-3_shuiping.jpeg,data\yolo\images\train\20161031-SPI-AOI-3_shuiping.jpeg,data\yolo\labels\train\20161031-SPI-AOI-3_shuiping.txt,2
train,20161031-SPI-AOI-3_shuzhi,20161031-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161031-SPI-AOI-3_shuzhi.jpeg,data\yolo\images\train\20161031-SPI-AOI-3_shuzhi.jpeg,data\yolo\labels\train\20161031-SPI-AOI-3_shuzhi.txt,2
train,20161031-SPI-AOI-3_suofang,20161031-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161031-SPI-AOI-3_suofang.jpeg,data\yolo\images\train\20161031-SPI-AOI-3_suofang.jpeg,data\yolo\labels\train\20161031-SPI-AOI-3_suofang.txt,2
train,20161101-SPI-AOI-10,20161101-SPI-AOI-10,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-10.jpeg,data\yolo\images\train\20161101-SPI-AOI-10.jpeg,data\yolo\labels\train\20161101-SPI-AOI-10.txt,2
train,20161101-SPI-AOI-10_180,20161101-SPI-AOI-10,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-10_180.jpeg,data\yolo\images\train\20161101-SPI-AOI-10_180.jpeg,data\yolo\labels\train\20161101-SPI-AOI-10_180.txt,2
train,20161101-SPI-AOI-10_270,20161101-SPI-AOI-10,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-10_270.jpeg,data\yolo\images\train\20161101-SPI-AOI-10_270.jpeg,data\yolo\labels\train\20161101-SPI-AOI-10_270.txt,2
train,20161101-SPI-AOI-10_90,20161101-SPI-AOI-10,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-10_90.jpeg,data\yolo\images\train\20161101-SPI-AOI-10_90.jpeg,data\yolo\labels\train\20161101-SPI-AOI-10_90.txt,2
train,20161101-SPI-AOI-10_shuiping,20161101-SPI-AOI-10,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-10_shuiping.jpeg,data\yolo\images\train\20161101-SPI-AOI-10_shuiping.jpeg,data\yolo\labels\train\20161101-SPI-AOI-10_shuiping.txt,2
train,20161101-SPI-AOI-10_shuzhi,20161101-SPI-AOI-10,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-10_shuzhi.jpeg,data\yolo\images\train\20161101-SPI-AOI-10_shuzhi.jpeg,data\yolo\labels\train\20161101-SPI-AOI-10_shuzhi.txt,2
train,20161101-SPI-AOI-10_suofang,20161101-SPI-AOI-10,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-10_suofang.jpeg,data\yolo\images\train\20161101-SPI-AOI-10_suofang.jpeg,data\yolo\labels\train\20161101-SPI-AOI-10_suofang.txt,2
train,20161101-SPI-AOI-13,20161101-SPI-AOI-13,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-13.jpeg,data\yolo\images\train\20161101-SPI-AOI-13.jpeg,data\yolo\labels\train\20161101-SPI-AOI-13.txt,2
train,20161101-SPI-AOI-13_180,20161101-SPI-AOI-13,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-13_180.jpeg,data\yolo\images\train\20161101-SPI-AOI-13_180.jpeg,data\yolo\labels\train\20161101-SPI-AOI-13_180.txt,2
train,20161101-SPI-AOI-13_270,20161101-SPI-AOI-13,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-13_270.jpeg,data\yolo\images\train\20161101-SPI-AOI-13_270.jpeg,data\yolo\labels\train\20161101-SPI-AOI-13_270.txt,2
train,20161101-SPI-AOI-13_90,20161101-SPI-AOI-13,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-13_90.jpeg,data\yolo\images\train\20161101-SPI-AOI-13_90.jpeg,data\yolo\labels\train\20161101-SPI-AOI-13_90.txt,2
train,20161101-SPI-AOI-13_shuiping,20161101-SPI-AOI-13,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-13_shuiping.jpeg,data\yolo\images\train\20161101-SPI-AOI-13_shuiping.jpeg,data\yolo\labels\train\20161101-SPI-AOI-13_shuiping.txt,2
train,20161101-SPI-AOI-13_shuzhi,20161101-SPI-AOI-13,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-13_shuzhi.jpeg,data\yolo\images\train\20161101-SPI-AOI-13_shuzhi.jpeg,data\yolo\labels\train\20161101-SPI-AOI-13_shuzhi.txt,2
train,20161101-SPI-AOI-13_suofang,20161101-SPI-AOI-13,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-13_suofang.jpeg,data\yolo\images\train\20161101-SPI-AOI-13_suofang.jpeg,data\yolo\labels\train\20161101-SPI-AOI-13_suofang.txt,2
train,20161101-SPI-AOI-14,20161101-SPI-AOI-14,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-14.jpeg,data\yolo\images\train\20161101-SPI-AOI-14.jpeg,data\yolo\labels\train\20161101-SPI-AOI-14.txt,2
train,20161101-SPI-AOI-14_180,20161101-SPI-AOI-14,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-14_180.jpeg,data\yolo\images\train\20161101-SPI-AOI-14_180.jpeg,data\yolo\labels\train\20161101-SPI-AOI-14_180.txt,2
train,20161101-SPI-AOI-14_270,20161101-SPI-AOI-14,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-14_270.jpeg,data\yolo\images\train\20161101-SPI-AOI-14_270.jpeg,data\yolo\labels\train\20161101-SPI-AOI-14_270.txt,2
train,20161101-SPI-AOI-14_90,20161101-SPI-AOI-14,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-14_90.jpeg,data\yolo\images\train\20161101-SPI-AOI-14_90.jpeg,data\yolo\labels\train\20161101-SPI-AOI-14_90.txt,2
train,20161101-SPI-AOI-14_shuiping,20161101-SPI-AOI-14,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-14_shuiping.jpeg,data\yolo\images\train\20161101-SPI-AOI-14_shuiping.jpeg,data\yolo\labels\train\20161101-SPI-AOI-14_shuiping.txt,2
train,20161101-SPI-AOI-14_shuzhi,20161101-SPI-AOI-14,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-14_shuzhi.jpeg,data\yolo\images\train\20161101-SPI-AOI-14_shuzhi.jpeg,data\yolo\labels\train\20161101-SPI-AOI-14_shuzhi.txt,2
train,20161101-SPI-AOI-14_suofang,20161101-SPI-AOI-14,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-14_suofang.jpeg,data\yolo\images\train\20161101-SPI-AOI-14_suofang.jpeg,data\yolo\labels\train\20161101-SPI-AOI-14_suofang.txt,2
train,20161101-SPI-AOI-15,20161101-SPI-AOI-15,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-15.jpeg,data\yolo\images\train\20161101-SPI-AOI-15.jpeg,data\yolo\labels\train\20161101-SPI-AOI-15.txt,2
train,20161101-SPI-AOI-15_180,20161101-SPI-AOI-15,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-15_180.jpeg,data\yolo\images\train\20161101-SPI-AOI-15_180.jpeg,data\yolo\labels\train\20161101-SPI-AOI-15_180.txt,2
train,20161101-SPI-AOI-15_270,20161101-SPI-AOI-15,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-15_270.jpeg,data\yolo\images\train\20161101-SPI-AOI-15_270.jpeg,data\yolo\labels\train\20161101-SPI-AOI-15_270.txt,2
train,20161101-SPI-AOI-15_90,20161101-SPI-AOI-15,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-15_90.jpeg,data\yolo\images\train\20161101-SPI-AOI-15_90.jpeg,data\yolo\labels\train\20161101-SPI-AOI-15_90.txt,2
train,20161101-SPI-AOI-15_shuiping,20161101-SPI-AOI-15,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-15_shuiping.jpeg,data\yolo\images\train\20161101-SPI-AOI-15_shuiping.jpeg,data\yolo\labels\train\20161101-SPI-AOI-15_shuiping.txt,2
train,20161101-SPI-AOI-15_shuzhi,20161101-SPI-AOI-15,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-15_shuzhi.jpeg,data\yolo\images\train\20161101-SPI-AOI-15_shuzhi.jpeg,data\yolo\labels\train\20161101-SPI-AOI-15_shuzhi.txt,2
train,20161101-SPI-AOI-15_suofang,20161101-SPI-AOI-15,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-15_suofang.jpeg,data\yolo\images\train\20161101-SPI-AOI-15_suofang.jpeg,data\yolo\labels\train\20161101-SPI-AOI-15_suofang.txt,2
train,20161101-SPI-AOI-3,20161101-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-3.jpeg,data\yolo\images\train\20161101-SPI-AOI-3.jpeg,data\yolo\labels\train\20161101-SPI-AOI-3.txt,3
train,20161101-SPI-AOI-3_180,20161101-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-3_180.jpeg,data\yolo\images\train\20161101-SPI-AOI-3_180.jpeg,data\yolo\labels\train\20161101-SPI-AOI-3_180.txt,3
train,20161101-SPI-AOI-3_270,20161101-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-3_270.jpeg,data\yolo\images\train\20161101-SPI-AOI-3_270.jpeg,data\yolo\labels\train\20161101-SPI-AOI-3_270.txt,3
train,20161101-SPI-AOI-3_90,20161101-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-3_90.jpeg,data\yolo\images\train\20161101-SPI-AOI-3_90.jpeg,data\yolo\labels\train\20161101-SPI-AOI-3_90.txt,3
train,20161101-SPI-AOI-3_shuiping,20161101-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-3_shuiping.jpeg,data\yolo\images\train\20161101-SPI-AOI-3_shuiping.jpeg,data\yolo\labels\train\20161101-SPI-AOI-3_shuiping.txt,3
train,20161101-SPI-AOI-3_shuzhi,20161101-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-3_shuzhi.jpeg,data\yolo\images\train\20161101-SPI-AOI-3_shuzhi.jpeg,data\yolo\labels\train\20161101-SPI-AOI-3_shuzhi.txt,3
train,20161101-SPI-AOI-3_suofang,20161101-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-3_suofang.jpeg,data\yolo\images\train\20161101-SPI-AOI-3_suofang.jpeg,data\yolo\labels\train\20161101-SPI-AOI-3_suofang.txt,3
train,20161101-SPI-AOI-4,20161101-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-4.jpeg,data\yolo\images\train\20161101-SPI-AOI-4.jpeg,data\yolo\labels\train\20161101-SPI-AOI-4.txt,2
train,20161101-SPI-AOI-4_180,20161101-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-4_180.jpeg,data\yolo\images\train\20161101-SPI-AOI-4_180.jpeg,data\yolo\labels\train\20161101-SPI-AOI-4_180.txt,2
train,20161101-SPI-AOI-4_270,20161101-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161101-SPI-AOI-4_270.jpeg,data\yolo\images\train\20161101-SPI-AOI-4_270.jpeg,data\yolo\labels\train\20161101-SPI-AOI-4_270.txt,2
